ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-07-25,56490213.10096455,46469250.68836142,64943948.187206104,56490213.10096455,56490213.10096455,-936395.4954777224,-936395.4954777224,-936395.4954777224,-859143.5992362857,-859143.5992362857,-859143.5992362857,-77251.89624143681,-77251.89624143681,-77251.89624143681,0.0,0.0,0.0,55553817.60548683
2023-07-26,56488900.17206732,47802152.17574816,66720669.94282427,56488900.17206732,56488900.17206732,626517.066576226,626517.066576226,626517.066576226,572021.3035141188,572021.3035141188,572021.3035141188,54495.76306210713,54495.76306210713,54495.76306210713,0.0,0.0,0.0,57115417.23864355
2023-07-27,56487587.243170075,48172421.65158519,66055187.845926896,56487587.243170075,56487587.243170075,613579.7661685746,613579.7661685746,613579.7661685746,423331.8324044452,423331.8324044452,423331.8324044452,190247.93376412932,190247.93376412932,190247.93376412932,0.0,0.0,0.0,57101167.00933865
2023-07-28,56486274.31427284,48580662.45763206,66441308.99620781,56486274.31427284,56486274.31427284,994877.6068490581,994877.6068490581,994877.6068490581,666336.9238910523,666336.9238910523,666336.9238910523,328540.6829580058,328540.6829580058,328540.6829580058,0.0,0.0,0.0,57481151.9211219
2023-07-29,56484961.38537561,47849943.26587872,66863572.053071514,56484961.38537561,56484961.38537561,725639.7391567613,725639.7391567613,725639.7391567613,257615.59947271837,257615.59947271837,257615.59947271837,468024.13968404295,468024.13968404295,468024.13968404295,0.0,0.0,0.0,57210601.12453237
2023-07-30,56483648.456478365,48227325.001980565,66025684.35967834,56483648.456478365,56483648.456478365,633798.3762995333,633798.3762995333,633798.3762995333,26329.720471687877,26329.720471687877,26329.720471687877,607468.6558278454,607468.6558278454,607468.6558278454,0.0,0.0,0.0,57117446.832777895
2023-07-31,56482335.52958307,46755637.66366051,65423397.52582775,56482335.52958307,56482335.52958307,-340728.34163372166,-340728.34163372166,-340728.34163372166,-1086491.780517462,-1086491.780517462,-1086491.780517462,745763.4388837403,745763.4388837403,745763.4388837403,0.0,0.0,0.0,56141607.187949345
2023-08-01,56481022.602687776,47271267.48885165,65637650.62316351,56481022.602687776,56481022.602687776,22764.731433197365,22764.731433197365,22764.731433197365,-859143.599234213,-859143.599234213,-859143.599234213,881908.3306674104,881908.3306674104,881908.3306674104,0.0,0.0,0.0,56503787.334120974
2023-08-02,56479709.67579248,48657750.19717777,67331120.77896544,56479709.67579248,56479709.67579248,1587020.984002036,1587020.984002036,1587020.984002036,572021.3035162679,572021.3035162679,572021.3035162679,1014999.6804857684,1014999.6804857684,1014999.6804857684,0.0,0.0,0.0,58066730.65979452
2023-08-03,56478396.748897195,48432932.921877585,67480109.92875983,56478396.748897195,56478396.748897195,1567543.3266079812,1567543.3266079812,1567543.3266079812,423331.8324036342,423331.8324036342,423331.8324036342,1144211.494204347,1144211.494204347,1144211.494204347,0.0,0.0,0.0,58045940.075505175
2023-08-04,56477083.8220019,49077529.35194044,67221002.82928258,56477083.8220019,56477083.8220019,1935110.1477194233,1935110.1477194233,1935110.1477194233,666336.9238912056,666336.9238912056,666336.9238912056,1268773.2238282177,1268773.2238282177,1268773.2238282177,0.0,0.0,0.0,58412193.96972132
2023-08-05,56475770.895106606,48303778.42433661,67381691.41979231,56475770.895106606,56475770.895106606,1645561.288768709,1645561.288768709,1645561.288768709,257615.59947289614,257615.59947289614,257615.59947289614,1387945.6892958127,1387945.6892958127,1387945.6892958127,0.0,0.0,0.0,58121332.183875315
2023-08-06,56474457.96821131,49037667.77173972,67242737.6069666,56474457.96821131,56474457.96821131,1527326.4112217147,1527326.4112217147,1527326.4112217147,26329.720472143716,26329.720472143716,26329.720472143716,1500996.6907495707,1500996.6907495707,1500996.6907495707,0.0,0.0,0.0,58001784.37943302
2023-08-07,56473145.04131601,48208932.81316038,65929455.2911853,56473145.04131601,56473145.04131601,520686.0927759275,520686.0927759275,520686.0927759275,-1086491.7805192522,-1086491.7805192522,-1086491.7805192522,1607177.8732951798,1607177.8732951798,1607177.8732951798,0.0,0.0,0.0,56993831.134091936
2023-08-08,56471832.11442072,47621993.14515123,66229978.34473922,56471832.11442072,56471832.11442072,846560.7479151939,846560.7479151939,846560.7479151939,-859143.5992338193,-859143.5992338193,-859143.5992338193,1705704.347149013,1705704.347149013,1705704.347149013,0.0,0.0,0.0,57318392.86233591
2023-08-09,56470519.18752542,49703413.904341884,68564623.6740971,56470519.18752542,56470519.18752542,2367759.7497579833,2367759.7497579833,2367759.7497579833,572021.3035124054,572021.3035124054,572021.3035124054,1795738.4462455781,1795738.4462455781,1795738.4462455781,0.0,0.0,0.0,58838278.937283404
2023-08-10,56469206.26063014,49729663.28784091,68637896.18719156,56469206.26063014,56469206.26063014,2299710.664476348,2299710.664476348,2299710.664476348,423331.83240387385,423331.83240387385,423331.83240387385,1876378.8320724745,1876378.8320724745,1876378.8320724745,0.0,0.0,0.0,58768916.92510649
2023-08-11,56467893.33373484,50367235.60769055,68220662.50986545,56467893.33373484,56467893.33373484,2612992.846950412,2612992.846950412,2612992.846950412,666336.9238910947,666336.9238910947,666336.9238910947,1946655.923059317,1946655.923059317,1946655.923059317,0.0,0.0,0.0,59080886.18068525
2023-08-12,56466580.40683955,50054294.58675369,67722847.32374336,56466580.40683955,56466580.40683955,2263149.960766472,2263149.960766472,2263149.960766472,257615.59947204994,257615.59947204994,257615.59947204994,2005534.3612944216,2005534.3612944216,2005534.3612944216,0.0,0.0,0.0,58729730.36760602
2023-08-13,56465267.47994425,49227146.20863471,66961559.17007081,56465267.47994425,56465267.47994425,2078252.6477534792,2078252.6477534792,2078252.6477534792,26329.72047103111,26329.72047103111,26329.72047103111,2051922.9272824482,2051922.9272824482,2051922.9272824482,0.0,0.0,0.0,58543520.12769773
2023-08-14,56463954.55304895,48217016.466115616,65761096.33213287,56463954.55304895,56463954.55304895,998200.2101860084,998200.2101860084,998200.2101860084,-1086491.7805174382,-1086491.7805174382,-1086491.7805174382,2084691.9907034466,2084691.9907034466,2084691.9907034466,0.0,0.0,0.0,57462154.76323496
2023-08-15,56462641.62615366,48066625.57644623,67275152.69420038,56462641.62615366,56462641.62615366,1243554.6530756098,1243554.6530756098,1243554.6530756098,-859143.599237699,-859143.599237699,-859143.599237699,2102698.2523133084,2102698.2523133084,2102698.2523133084,0.0,0.0,0.0,57706196.279229276
2023-08-16,56461328.699258365,50079032.63879121,67921046.53562798,56461328.699258365,56461328.699258365,2676837.5048538917,2676837.5048538917,2676837.5048538917,572021.3035145546,572021.3035145546,572021.3035145546,2104816.201339337,2104816.201339337,2104816.201339337,0.0,0.0,0.0,59138166.204112254
2023-08-17,56460015.77236308,49246389.738893785,68626512.75149894,56460015.77236308,56460015.77236308,2513307.2285282174,2513307.2285282174,2513307.2285282174,423331.8324041136,423331.8324041136,423331.8324041136,2089975.396124104,2089975.396124104,2089975.396124104,0.0,0.0,0.0,58973323.0008913
2023-08-18,56458702.84546778,49968133.6426184,68694784.76242265,56458702.84546778,56458702.84546778,2723539.3090321673,2723539.3090321673,2723539.3090321673,666336.9238912604,666336.9238912604,666336.9238912604,2057202.3851409068,2057202.3851409068,2057202.3851409068,0.0,0.0,0.0,59182242.15449995
2023-08-19,56457389.91857249,50372534.09608876,67297319.83429806,56457389.91857249,56457389.91857249,2263281.4313427038,2263281.4313427038,2263281.4313427038,257615.5994722277,257615.5994722277,257615.5994722277,2005665.8318704758,2005665.8318704758,2005665.8318704758,0.0,0.0,0.0,58720671.3499152
2023-08-20,56456076.991677195,48843659.01122713,67310409.80480246,56456076.991677195,56456076.991677195,1961052.9207449977,1961052.9207449977,1961052.9207449977,26329.720475648013,26329.720475648013,26329.720475648013,1934723.2002693499,1934723.2002693499,1934723.2002693499,0.0,0.0,0.0,58417129.912422195
2023-08-21,56454764.0647819,47972424.6152801,66960479.85533198,56454764.0647819,56454764.0647819,757475.4255565982,757475.4255565982,757475.4255565982,-1086491.7805192284,-1086491.7805192284,-1086491.7805192284,1843967.2060758267,1843967.2060758267,1843967.2060758267,0.0,0.0,0.0,57212239.4903385
2023-08-22,56453451.137886606,48099059.807630815,66535944.87989753,56453451.137886606,56453451.137886606,874126.5503863024,874126.5503863024,874126.5503863024,-859143.5992373052,-859143.5992373052,-859143.5992373052,1733270.1496236078,1733270.1496236078,1733270.1496236078,0.0,0.0,0.0,57327577.68827291
2023-08-23,56452138.21201429,49680830.23729811,68055974.41358584,56452138.21201429,56452138.21201429,2174845.52625739,2174845.52625739,2174845.52625739,572021.3035142571,572021.3035142571,572021.3035142571,1602824.2227431329,1602824.2227431329,1602824.2227431329,0.0,0.0,0.0,58626983.738271676
2023-08-24,56450825.28614198,48881745.01851147,67476883.60383117,56450825.28614198,56450825.28614198,1876507.7605015093,1876507.7605015093,1876507.7605015093,423331.8324038279,423331.8324038279,423331.8324038279,1453175.9280976814,1453175.9280976814,1453175.9280976814,0.0,0.0,0.0,58327333.04664349
2023-08-25,56449512.360269666,49699991.11694438,67855864.90438852,56449512.360269666,56449512.360269666,1951589.7879685794,1951589.7879685794,1951589.7879685794,666336.9238908729,666336.9238908729,666336.9238908729,1285252.8640777066,1285252.8640777066,1285252.8640777066,0.0,0.0,0.0,58401102.14823824
2023-08-26,56448199.43439735,48595476.30660657,67298631.24688032,56448199.43439735,56448199.43439735,1357996.9093054256,1357996.9093054256,1357996.9093054256,257615.59947373412,257615.59947373412,257615.59947373412,1100381.3098316917,1100381.3098316917,1100381.3098316917,0.0,0.0,0.0,57806196.34370277
2023-08-27,56446886.50852504,47663648.318381846,65982639.79937252,56446886.50852504,56446886.50852504,926623.0090843914,926623.0090843914,926623.0090843914,26329.72047296698,26329.72047296698,26329.72047296698,900293.2886114243,900293.2886114243,900293.2886114243,0.0,0.0,0.0,57373509.517609425
2023-08-28,56445573.582652725,46628782.88509297,64812511.60096215,56445573.582652725,56445573.582652725,-399369.6938600125,-399369.6938600125,-399369.6938600125,-1086491.7805210187,-1086491.7805210187,-1086491.7805210187,687122.0866610062,687122.0866610062,687122.0866610062,0.0,0.0,0.0,56046203.888792716
2023-08-29,56444260.65678041,47814949.96876766,64766427.87015813,56444260.65678041,56444260.65678041,-395758.04867001553,-395758.04867001553,-395758.04867001553,-859143.5992352325,-859143.5992352325,-859143.5992352325,463385.5505652169,463385.5505652169,463385.5505652169,0.0,0.0,0.0,56048502.60811039
2023-08-30,56442947.73090809,47677865.224788494,66486139.22818078,56442947.73090809,56442947.73090809,803978.1714389868,803978.1714389868,803978.1714389868,572021.3035151829,572021.3035151829,572021.3035151829,231956.8679238039,231956.8679238039,231956.8679238039,0.0,0.0,0.0,57246925.90234707
2023-08-31,56441634.805035785,47652071.8244656,66619276.03915312,56441634.805035785,56441634.805035785,419354.77488529304,419354.77488529304,419354.77488529304,423331.8324049823,423331.8324049823,423331.8324049823,-3977.0575196893033,-3977.0575196893033,-3977.0575196893033,0.0,0.0,0.0,56860989.579921074
2023-09-01,56440321.87916347,47585767.2139859,66411761.13439089,56440321.87916347,56440321.87916347,425367.81645054964,425367.81645054964,425367.81645054964,666336.9238910384,666336.9238910384,666336.9238910384,-240969.10744048876,-240969.10744048876,-240969.10744048876,0.0,0.0,0.0,56865689.69561402
2023-09-02,56439008.95329115,46431240.83901241,65912253.467419915,56439008.95329115,56439008.95329115,-217760.7833758762,-217760.7833758762,-217760.7833758762,257615.59947391186,257615.59947391186,257615.59947391186,-475376.38284978806,-475376.38284978806,-475376.38284978806,0.0,0.0,0.0,56221248.169915274
2023-09-03,56437696.027418844,46453935.18630638,64694881.38049632,56437696.027418844,56437696.027418844,-677104.5059539899,-677104.5059539899,-677104.5059539899,26329.720473422887,26329.720473422887,26329.720473422887,-703434.2264274127,-703434.2264274127,-703434.2264274127,0.0,0.0,0.0,55760591.521464854
2023-09-04,56436383.101546526,44890403.05938773,63337531.96450771,56436383.101546526,56436383.101546526,-2007829.8998349286,-2007829.8998349286,-2007829.8998349286,-1086491.7805210066,-1086491.7805210066,-1086491.7805210066,-921338.1193139218,-921338.1193139218,-921338.1193139218,0.0,0.0,0.0,54428553.201711595
2023-09-05,56435070.175674215,45254883.65663826,64297672.31953694,56435070.175674215,56435070.175674215,-1984475.0100516395,-1984475.0100516395,-1984475.0100516395,-859143.5992407912,-859143.5992407912,-859143.5992407912,-1125331.4108108485,-1125331.4108108485,-1125331.4108108485,0.0,0.0,0.0,54450595.16562258
2023-09-06,56433757.249801904,46471342.67002516,65155319.07556638,56433757.249801904,56433757.249801904,-739775.2625826541,-739775.2625826541,-739775.2625826541,572021.3035161085,572021.3035161085,572021.3035161085,-1311796.5660987627,-1311796.5660987627,-1311796.5660987627,0.0,0.0,0.0,55693981.98721925
2023-09-07,56432444.323929586,45771236.31263148,64502316.509402774,56432444.323929586,56432444.323929586,-1054015.5758952708,-1054015.5758952708,-1054015.5758952708,423331.83240417123,423331.83240417123,423331.83240417123,-1477347.408299442,-1477347.408299442,-1477347.408299442,0.0,0.0,0.0,55378428.74803431
2023-09-08,56431131.398057275,46448156.30621903,64397386.17258274,56431131.398057275,56431131.398057275,-952582.7716271852,-952582.7716271852,-952582.7716271852,666336.9238912042,666336.9238912042,666336.9238912042,-1618919.6955183893,-1618919.6955183893,-1618919.6955183893,0.0,0.0,0.0,55478548.62643009
2023-09-09,56429818.47218496,45725633.23159339,65231174.59072278,56429818.47218496,56429818.47218496,-1476241.717657457,-1476241.717657457,-1476241.717657457,257615.5994730656,257615.5994730656,257615.5994730656,-1733857.3171305226,-1733857.3171305226,-1733857.3171305226,0.0,0.0,0.0,54953576.75452751
2023-09-10,56428505.546312645,45301102.407715164,64292315.20655646,56428505.546312645,56428505.546312645,-1793661.7001234803,-1793661.7001234803,-1793661.7001234803,26329.72047231035,26329.72047231035,26329.72047231035,-1819991.4205957905,-1819991.4205957905,-1819991.4205957905,0.0,0.0,0.0,54634843.84618916
2023-09-11,56427192.620440334,43727518.749071166,62711886.39745743,56427192.620440334,56427192.620440334,-2962201.6722848066,-2962201.6722848066,-2962201.6722848066,-1086491.780520603,-1086491.780520603,-1086491.780520603,-1875709.8917642036,-1875709.8917642036,-1875709.8917642036,0.0,0.0,0.0,53464990.94815553
2023-09-12,56425879.694568016,44676455.17210965,63462371.357246086,56425879.694568016,56425879.694568016,-2759158.4060279173,-2759158.4060279173,-2759158.4060279173,-859143.5992387183,-859143.5992387183,-859143.5992387183,-1900014.8067891991,-1900014.8067891991,-1900014.8067891991,0.0,0.0,0.0,53666721.288540095
2023-09-13,56424566.768695705,46310234.411016755,64040312.79724117,56424566.768695705,56424566.768695705,-1320544.4449583841,-1320544.4449583841,-1320544.4449583841,572021.3035170344,572021.3035170344,572021.3035170344,-1892565.7484754187,-1892565.7484754187,-1892565.7484754187,0.0,0.0,0.0,55104022.32373732
2023-09-14,56423253.84282339,45697100.83274905,64009603.41628077,56423253.84282339,56423253.84282339,-1430375.3952572497,-1430375.3952572497,-1430375.3952572497,423331.832404411,423331.832404411,423331.832404411,-1853707.2276616606,-1853707.2276616606,-1853707.2276616606,0.0,0.0,0.0,54992878.447566144
2023-09-15,56421940.916951075,46512218.75742433,64787605.16601514,56421940.916951075,56421940.916951075,-1118141.9382888607,-1118141.9382888607,-1118141.9382888607,666336.9238910931,666336.9238910931,666336.9238910931,-1784478.8621799538,-1784478.8621799538,-1784478.8621799538,0.0,0.0,0.0,55303798.978662215
2023-09-16,56420627.99085291,45440823.53771947,64163316.21348153,56420627.99085291,56420627.99085291,-1428991.8314600836,-1428991.8314600836,-1428991.8314600836,257615.59947354818,257615.59947354818,257615.59947354818,-1686607.4309336317,-1686607.4309336317,-1686607.4309336317,0.0,0.0,0.0,54991636.159392826
2023-09-17,56419315.06475473,45609422.17750247,64396183.120694436,56419315.06475473,56419315.06475473,-1536150.705324658,-1536150.705324658,-1536150.705324658,26329.720471197816,26329.720471197816,26329.720471197816,-1562480.425795856,-1562480.425795856,-1562480.425795856,0.0,0.0,0.0,54883164.359430075
2023-09-18,56418002.138656564,45519123.67022085,62961078.741179705,56418002.138656564,56418002.138656564,-2501593.0352791674,-2501593.0352791674,-2501593.0352791674,-1086491.780518789,-1086491.780518789,-1086491.780518789,-1415101.254760378,-1415101.254760378,-1415101.254760378,0.0,0.0,0.0,53916409.103377394
2023-09-19,56416689.21255839,44960676.88599997,63846145.21701282,56416689.21255839,56416689.21255839,-2107170.389844352,-2107170.389844352,-2107170.389844352,-859143.5992400036,-859143.5992400036,-859143.5992400036,-1248026.7906043483,-1248026.7906043483,-1248026.7906043483,0.0,0.0,0.0,54309518.82271404
2023-09-20,56415376.28646022,46954600.575072415,64943396.5130049,56415376.28646022,56415376.28646022,-493267.1904770885,-493267.1904770885,-493267.1904770885,572021.303516737,572021.303516737,572021.303516737,-1065288.4939938253,-1065288.4939938253,-1065288.4939938253,0.0,0.0,0.0,55922109.09598313
2023-09-21,56414063.360362045,47005354.84568086,65105683.09400571,56414063.360362045,56414063.360362045,-447967.01972804905,-447967.01972804905,-447967.01972804905,423331.83240412537,423331.83240412537,423331.83240412537,-871298.8521321744,-871298.8521321744,-871298.8521321744,0.0,0.0,0.0,55966096.340633996
2023-09-22,56412750.434263885,47274576.356742874,64914799.45411775,56412750.434263885,56412750.434263885,-4408.42384003747,-4408.42384003747,-4408.42384003747,666336.9238912466,666336.9238912466,666336.9238912466,-670745.347731284,-670745.347731284,-670745.347731284,0.0,0.0,0.0,56408342.01042385
2023-09-23,56411437.5081657,47438279.0356092,65253045.46769208,56411437.5081657,56411437.5081657,-210858.99367396886,-210858.99367396886,-210858.99367396886,257615.59947270202,257615.59947270202,257615.59947270202,-468474.5931466709,-468474.5931466709,-468474.5931466709,0.0,0.0,0.0,56200578.51449174
2023-09-24,56410124.58206754,46379152.771939926,64799952.221007995,56410124.58206754,56410124.58206754,-243039.89662912997,-243039.89662912997,-243039.89662912997,26329.72047008521,26329.72047008521,26329.72047008521,-269369.61709921516,-269369.61709921516,-269369.61709921516,0.0,0.0,0.0,56167084.68543841
2023-09-25,56408811.65596936,46018174.71953177,64736641.57136094,56408811.65596936,56408811.65596936,-1164715.3450221594,-1164715.3450221594,-1164715.3450221594,-1086491.7805205795,-1086491.7805205795,-1086491.7805205795,-78223.56450158005,-78223.56450158005,-78223.56450158005,0.0,0.0,0.0,55244096.3109472
2023-09-26,56407498.7298712,45963810.40494306,64855368.31787921,56407498.7298712,56407498.7298712,-758756.8528157766,-758756.8528157766,-758756.8528157766,-859143.5992379311,-859143.5992379311,-859143.5992379311,100386.74642215438,100386.74642215438,100386.74642215438,0.0,0.0,0.0,55648741.87705542
2023-09-27,56406185.803773016,47542430.799354285,66247654.54398169,56406185.803773016,56406185.803773016,834245.1821095977,834245.1821095977,834245.1821095977,572021.3035140976,572021.3035140976,572021.3035140976,262223.87859550025,262223.87859550025,262223.87859550025,0.0,0.0,0.0,57240430.98588261
2023-09-28,56404872.877674855,48294284.80292342,66699048.72033632,56404872.877674855,56404872.877674855,826837.757924745,826837.757924745,826837.757924745,423331.8324038397,423331.8324038397,423331.8324038397,403505.92552090535,403505.92552090535,403505.92552090535,0.0,0.0,0.0,57231710.6355996
2023-09-29,56403559.95157667,48386219.233101614,66870440.79575509,56403559.95157667,56403559.95157667,1187349.2805179511,1187349.2805179511,1187349.2805179511,666336.9238908589,666336.9238908589,666336.9238908589,521012.3566270921,521012.3566270921,521012.3566270921,0.0,0.0,0.0,57590909.23209462
2023-09-30,56402247.02547851,48452581.2179755,67186829.53531379,56402247.02547851,56402247.02547851,869791.9782132871,869791.9782132871,869791.9782132871,257615.59947390368,257615.59947390368,257615.59947390368,612176.3787393835,612176.3787393835,612176.3787393835,0.0,0.0,0.0,57272039.0036918
2023-10-01,56400934.09938033,47607845.56329228,66107370.83802806,56400934.09938033,56400934.09938033,701490.6708582245,701490.6708582245,701490.6708582245,26329.720470541186,26329.720470541186,26329.720470541186,675160.9503876832,675160.9503876832,675160.9503876832,0.0,0.0,0.0,57102424.770238556
2023-10-02,56399621.17328217,46639421.146991916,65425104.19308703,56399621.17328217,56399621.17328217,-377575.7885072112,-377575.7885072112,-377575.7885072112,-1086491.7805205674,-1086491.7805205674,-1086491.7805205674,708915.9920133563,708915.9920133563,708915.9920133563,0.0,0.0,0.0,56022045.38477496
2023-10-03,56398308.247183986,47204339.91577115,65874570.02575667,56398308.247183986,56398308.247183986,-145928.7781118153,-145928.7781118153,-145928.7781118153,-859143.5992358583,-859143.5992358583,-859143.5992358583,713214.8211240428,713214.8211240428,713214.8211240428,0.0,0.0,0.0,56252379.46907217
2023-10-04,56396995.321085826,48662399.301275976,66906192.640782565,56396995.321085826,56396995.321085826,1260689.697797779,1260689.697797779,1260689.697797779,572021.3035138,572021.3035138,572021.3035138,688668.394283979,688668.394283979,688668.394283979,0.0,0.0,0.0,57657685.0188836
2023-10-05,56395682.39498764,48760890.545211956,66363956.49272855,56395682.39498764,56395682.39498764,1060048.3749865799,1060048.3749865799,1060048.3749865799,423331.832403554,423331.832403554,423331.832403554,636716.5425830259,636716.5425830259,636716.5425830259,0.0,0.0,0.0,57455730.769974224
2023-10-06,56394369.46888948,47954497.54369269,66853742.01013588,56394369.46888948,56394369.46888948,1225932.951067826,1225932.951067826,1225932.951067826,666336.9238910245,666336.9238910245,666336.9238910245,559596.0271768013,559596.0271768013,559596.0271768013,0.0,0.0,0.0,57620302.41995731
2023-10-07,56393056.5427913,48564365.45019604,67143259.79628119,56393056.5427913,56393056.5427913,717901.4980057854,717901.4980057854,717901.4980057854,257615.59947305752,257615.59947305752,257615.59947305752,460285.89853272785,460285.89853272785,460285.89853272785,0.0,0.0,0.0,57110958.040797085
2023-10-08,56391743.61669314,47687233.71249698,65557122.022414595,56391743.61669314,56391743.61669314,368761.018770694,368761.018770694,368761.018770694,26329.720473589434,26329.720473589434,26329.720473589434,342431.29829710454,342431.29829710454,342431.29829710454,0.0,0.0,0.0,56760504.635463834
2023-10-09,56390430.69469069,46773684.1213531,64846015.66826245,56390430.69469069,56390430.69469069,-876244.303416818,-876244.303416818,-876244.303416818,-1086491.7805183618,-1086491.7805183618,-1086491.7805183618,210247.47710154369,210247.47710154369,210247.47710154369,0.0,0.0,0.0,55514186.39127387
2023-10-10,56389117.77268824,46062329.30886951,65110916.65830045,56389117.77268824,56389117.77268824,-790737.2028946485,-790737.2028946485,-790737.2028946485,-859143.5992371435,-859143.5992371435,-859143.5992371435,68406.39634249493,68406.39634249493,68406.39634249493,0.0,0.0,0.0,55598380.56979359
2023-10-11,56387804.8506858,47083530.70367434,65949517.8520646,56387804.8506858,56387804.8506858,493930.1225083392,493930.1225083392,493930.1225083392,572021.3035159493,572021.3035159493,572021.3035159493,-78091.18100761012,-78091.18100761012,-78091.18100761012,0.0,0.0,0.0,56881734.97319414
2023-10-12,56386491.92868335,47616933.34658143,65642988.851372406,56386491.92868335,56386491.92868335,199277.08973092513,199277.08973092513,199277.08973092513,423331.8324037936,423331.8324037936,423331.8324037936,-224054.7426728685,-224054.7426728685,-224054.7426728685,0.0,0.0,0.0,56585769.018414274
2023-10-13,56385179.0066809,47323076.66426525,65905694.392878465,56385179.0066809,56385179.0066809,302086.44334634254,302086.44334634254,302086.44334634254,666336.9238911779,666336.9238911779,666336.9238911779,-364250.4805448354,-364250.4805448354,-364250.4805448354,0.0,0.0,0.0,56687265.45002724
2023-10-14,56383866.08467846,46500748.1906683,64706195.29220262,56383866.08467846,56383866.08467846,-235935.53116818742,-235935.53116818742,-235935.53116818742,257615.59947221138,257615.59947221138,257615.59947221138,-493551.1306403988,-493551.1306403988,-493551.1306403988,0.0,0.0,0.0,56147930.55351028
2023-10-15,56382553.162676014,46533066.82958174,65239002.58336614,56382553.162676014,56382553.162676014,-580755.3020880073,-580755.3020880073,-580755.3020880073,26329.720474045254,26329.720474045254,26329.720474045254,-607085.0225620526,-607085.0225620526,-607085.0225620526,0.0,0.0,0.0,55801797.86058801
2023-10-16,56381240.240673564,45356718.93995615,63000928.74941257,56381240.240673564,56381240.240673564,-1786871.8968330657,-1786871.8968330657,-1786871.8968330657,-1086491.7805183497,-1086491.7805183497,-1086491.7805183497,-700380.1163147158,-700380.1163147158,-700380.1163147158,0.0,0.0,0.0,54594368.3438405
2023-10-17,56379927.31867112,45487082.429544345,64163652.13623189,56379927.31867112,56379927.31867112,-1628642.4785166506,-1628642.4785166506,-1628642.4785166506,-859143.5992350708,-859143.5992350708,-859143.5992350708,-769498.8792815801,-769498.8792815801,-769498.8792815801,0.0,0.0,0.0,54751284.84015447
2023-10-18,56378614.39666867,46871730.34734364,65227218.47511172,56378614.39666867,56378614.39666867,-239138.747445508,-239138.747445508,-239138.747445508,572021.3035156516,572021.3035156516,572021.3035156516,-811160.0509611596,-811160.0509611596,-811160.0509611596,0.0,0.0,0.0,56139475.64922316
2023-10-19,56377301.47466622,47225335.70153764,65342028.821066365,56377301.47466622,56377301.47466622,-399511.8214861477,-399511.8214861477,-399511.8214861477,423331.8324038973,423331.8324038973,423331.8324038973,-822843.653890045,-822843.653890045,-822843.653890045,0.0,0.0,0.0,55977789.65318008
2023-10-20,56375988.55266378,47273022.55371082,65381613.45448052,56375988.55266378,56375988.55266378,-136539.10483087495,-136539.10483087495,-136539.10483087495,666336.9238913438,666336.9238913438,666336.9238913438,-802876.0287222186,-802876.0287222186,-802876.0287222186,0.0,0.0,0.0,56239449.447832905
2023-10-21,56374675.63066133,46974087.10664393,65370590.59796007,56374675.63066133,56374675.63066133,-492876.5898854671,-492876.5898854671,-492876.5898854671,257615.599473413,257615.599473413,257615.599473413,-750492.18935888,-750492.18935888,-750492.18935888,0.0,0.0,0.0,55881799.040775865
2023-10-22,56373362.7086589,46956201.35012272,65208696.24310555,56373362.7086589,56373362.7086589,-639543.6762064788,-639543.6762064788,-639543.6762064788,26329.72047136443,26329.72047136443,26329.72047136443,-665873.3966778433,-665873.3966778433,-665873.3966778433,0.0,0.0,0.0,55733819.03245242
2023-10-23,56372049.78665645,46076394.56086526,63977862.82789821,56372049.78665645,56372049.78665645,-1636650.3013899655,-1636650.3013899655,-1636650.3013899655,-1086491.7805183379,-1086491.7805183379,-1086491.7805183379,-550158.5208716273,-550158.5208716273,-550158.5208716273,0.0,0.0,0.0,54735399.485266484
2023-10-24,56370736.864654,46118293.06349336,64145579.59446505,56370736.864654,56370736.864654,-1264572.0834146698,-1264572.0834146698,-1264572.0834146698,-859143.5992389505,-859143.5992389505,-859143.5992389505,-405428.48417571955,-405428.48417571955,-405428.48417571955,0.0,0.0,0.0,55106164.78123933
2023-10-25,56369423.942651555,47453913.78389224,65331337.418576784,56369423.942651555,56369423.942651555,337357.47544310597,337357.47544310597,337357.47544310597,572021.3035153542,572021.3035153542,572021.3035153542,-234663.82807224826,-234663.82807224826,-234663.82807224826,0.0,0.0,0.0,56706781.41809466
2023-10-26,56368111.020649105,47238816.85537986,66442539.73355069,56368111.020649105,56368111.020649105,381655.6218969688,381655.6218969688,381655.6218969688,423331.832404137,423331.832404137,423331.832404137,-41676.21050716821,-41676.21050716821,-41676.21050716821,0.0,0.0,0.0,56749766.64254607
2023-10-27,56366798.098646656,47785122.09035267,66380536.707587294,56366798.098646656,56366798.098646656,835321.5360638656,835321.5360638656,835321.5360638656,666336.9238912326,666336.9238912326,666336.9238912326,168984.61217263303,168984.61217263303,168984.61217263303,0.0,0.0,0.0,57202119.63471052
2023-10-28,56365485.17664421,47293694.46256066,65964409.21793229,56365485.17664421,56365485.17664421,649761.6482311006,649761.6482311006,649761.6482311006,257615.59947256686,257615.59947256686,257615.59947256686,392146.0487585339,392146.0487585339,392146.0487585339,0.0,0.0,0.0,57015246.82487532
